da,vanilla,0,all,0.0002557670418889593,0.9418562661449711,-0.8522230147233635
da,vanilla,0,stopwords,0.00018740563617199906,0.9204659259174486,-0.685926782725527
da,vanilla,0,content,0.00019324544893266978,0.9077223334367085,-0.6029540413260581
da,vanilla,0,function,0.0017788950159392106,0.9743284211442885,-1.400984997717047
da,token,0,all,0.0003880124076046099,0.8616210184438311,-0.6949680388548579
da,token,0,stopwords,0.0003003682906584022,0.7869529142481809,-0.48154898701719145
da,token,0,content,0.0003187703400947192,0.7773653257866554,-0.4193390623681328
da,token,0,function,0.0024950300924812354,0.9602660013776528,-1.3489216488542446
da,token,1,all,0.0003870518676421532,0.8617243488588291,-0.6952114628119048
da,token,1,stopwords,0.000299522558494963,0.7872080356369587,-0.4824633788397636
da,token,1,content,0.0003176906191297202,0.7773995922645841,-0.4202331759102578
da,token,1,function,0.0024739064545731557,0.9602812392542939,-1.3513753772155452
da,token,2,all,0.00038612169416540334,0.8618263548130144,-0.6953913634052986
da,token,2,stopwords,0.00029872822610592733,0.7874910981480145,-0.4827538667681169
da,token,2,content,0.0003167544732682646,0.7775580009284048,-0.42028046357196264
da,token,2,function,0.0024783933477611074,0.9596021935757796,-1.350155677328903
da,token,3,all,0.0003860017429490766,0.8617509706251985,-0.695196679184034
da,token,3,stopwords,0.00029861381188534035,0.7871233935475654,-0.48220908267754625
da,token,3,content,0.0003163241580466051,0.7771800308575644,-0.4196277417580048
da,token,3,function,0.00249775212078977,0.9596128774625451,-1.3463379433910985
da,token,4,all,0.00038487915053688496,0.8616412830833815,-0.6950042312860397
da,token,4,stopwords,0.00029773411269972376,0.7871417373283507,-0.4824059634596429
da,token,4,content,0.00031557948775084917,0.7771802429065486,-0.4195907632562813
da,token,4,function,0.0024690215305378854,0.9600292636973147,-1.3525155710465624
da,token,5,all,0.0003849582391134376,0.8616532633711778,-0.6950438739136279
da,token,5,stopwords,0.0002976657216992808,0.7869473335025063,-0.4821046817655633
da,token,5,content,0.00031528480108384557,0.7767666976087995,-0.41920458480751094
da,token,5,function,0.002474774885512759,0.9602493142948473,-1.350224648861945
da,token,6,all,0.00038446881246764606,0.8615396812046308,-0.6947031708856933
da,token,6,stopwords,0.0002973440349081472,0.786760107413892,-0.4818498817858488
da,token,6,content,0.0003148326544317662,0.7766876489360185,-0.41907589423306973
da,token,6,function,0.0024878013496068127,0.9594393774659018,-1.3464287378034894
da,token,7,all,0.0003845671303796894,0.861595752356609,-0.6948926108568693
da,token,7,stopwords,0.00029747201320496676,0.7870793259563944,-0.4823414145712068
da,token,7,content,0.00031477012148970493,0.7767730906945857,-0.4192296857806688
da,token,7,function,0.0024509292192961447,0.9599486045385014,-1.3553938287825082
da,token,8,all,0.0003833300953612467,0.8614731467114631,-0.6946755662904867
da,token,8,stopwords,0.0002964083106547269,0.7867234404821417,-0.4819279488219065
da,token,8,content,0.00031347410431881216,0.7764476628196737,-0.4185289760985813
da,token,8,function,0.002470866946284543,0.9593021044148403,-1.3487782105758226
da,token,9,all,0.0003830870391274943,0.8615750306175872,-0.6947875173835761
da,token,9,stopwords,0.00029619759150314084,0.7867306834101325,-0.48190696818694234
da,token,9,content,0.00031314358420544736,0.7765053438969508,-0.41858970549263635
da,token,9,function,0.0024704689154372247,0.9590802854279196,-1.3481468107000625
da,pos,0,all,0.0003949366433173428,0.8593689260397492,-0.7002353381682156
